solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 404,35 s
objective value: 628075.43

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    2 
stack 3:    
stack 4:    379 
stack 5:    
stack 6:    
stack 7:    382 
stack 8:    383 
stack 9:    
stack 10:    
stack 11:    
stack 12:    387 
stack 13:    13 
stack 14:    389 
stack 15:    15 
stack 16:    
stack 17:    
stack 18:    395 
stack 19:    21 407 495 722 19 
stack 20:    25 71 284 406 418 
stack 21:    51 333 101 223 463 
stack 22:    130 397 132 46 400 
stack 23:    681 653 536 526 61 
stack 24:    275 707 724 410 416 
stack 25:    27 221 709 26 405 
stack 26:    142 28 91 415 581 
stack 27:    587 188 358 657 516 
stack 28:    143 115 692 571 502 
stack 29:    65 718 285 30 259 
stack 30:    672 111 593 315 113 
stack 31:    420 289 434 414 33 
stack 32:    332 286 454 471 44 
stack 33:    216 141 355 357 203 
stack 34:    54 714 442 659 261 
stack 35:    740 577 35 53 711 
stack 36:    38 411 242 412 639 
stack 37:    81 47 695 565 630 
stack 38:    610 214 190 726 629 
stack 39:    103 201 39 347 582 
stack 40:    742 417 249 433 735 
stack 41:    137 621 247 419 541 
stack 42:    549 530 328 486 509 
stack 43:    721 555 129 647 484 
stack 44:    338 604 112 74 422 
stack 45:    477 493 70 508 280 
stack 46:    562 311 88 56 353 
stack 47:    270 642 708 688 638 
stack 48:    312 229 154 622 50 
stack 49:    308 424 617 95 737 
stack 50:    741 529 528 217 478 
stack 51:    497 428 451 521 225 
stack 52:    175 661 539 231 367 
stack 53:    551 181 687 251 700 
stack 54:    176 310 360 237 158 
stack 55:    733 173 127 326 712 
stack 56:    62 185 525 58 68 
stack 57:    598 339 652 299 503 
stack 58:    179 485 691 600 469 
stack 59:    597 168 446 362 556 
stack 60:    92 318 518 435 703 
stack 61:    511 114 85 494 180 
stack 62:    257 524 725 679 698 
stack 63:    731 79 456 579 439 
stack 64:    177 473 277 209 440 
stack 65:    144 278 273 658 298 
stack 66:    306 701 736 636 607 
stack 67:    128 97 212 584 599 
stack 68:    267 557 500 595 626 
stack 69:    195 612 146 615 488 
