solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 337,62 s
objective value: 692237.52

stacks (top to bottom):
stack 0:    
stack 1:    377 
stack 2:    
stack 3:    3 
stack 4:    4 
stack 5:    380 
stack 6:    
stack 7:    382 
stack 8:    
stack 9:    384 
stack 10:    
stack 11:    
stack 12:    
stack 13:    78 388 389 
stack 14:    260 390 48 79 423 714 15 
stack 15:    395 269 358 57 152 21 640 
stack 16:    438 437 717 333 565 562 421 
stack 17:    23 556 33 392 330 18 737 
stack 18:    113 65 158 619 394 507 250 
stack 19:    558 547 499 396 264 721 399 
stack 20:    521 418 24 115 607 328 452 
stack 21:    524 200 263 675 211 696 485 
stack 22:    258 691 561 347 527 532 405 
stack 23:    295 463 72 410 574 61 331 
stack 24:    637 407 285 618 402 701 429 
stack 25:    401 245 320 306 26 728 274 
stack 26:    363 611 743 624 731 431 30 
stack 27:    143 648 610 336 338 582 426 
stack 28:    44 257 50 412 167 119 439 
stack 29:    176 670 627 342 628 39 576 
stack 30:    669 719 478 107 674 185 503 
stack 31:    469 31 344 568 303 297 369 
stack 32:    202 91 533 63 641 491 222 
stack 33:    332 161 466 47 602 520 661 
stack 34:    298 293 695 296 500 206 188 
stack 35:    35 219 633 142 42 427 571 
stack 36:    136 215 455 712 506 697 512 
stack 37:    59 364 324 549 510 590 38 
stack 38:    87 677 191 424 488 658 457 
stack 39:    88 45 235 121 518 220 86 
stack 40:    243 122 228 127 92 355 606 
stack 41:    299 334 663 368 170 365 162 
stack 42:    213 617 302 272 212 180 287 
stack 43:    360 259 643 564 539 69 232 
stack 44:    190 434 708 678 738 668 156 
stack 45:    125 100 145 216 671 236 477 
stack 46:    205 71 632 52 286 492 89 
stack 47:    280 729 748 106 120 348 224 
stack 48:    343 736 95 172 523 255 732 
stack 49:    134 109 117 657 716 194 248 
stack 50:    621 563 603 540 693 62 179 
stack 51:    749 711 192 314 709 186 475 
stack 52:    638 151 626 551 256 656 715 
stack 53:    271 352 373 744 372 327 53 
stack 54:    654 207 195 444 254 733 481 
stack 55:    537 128 689 97 542 464 114 
stack 56:    734 726 289 84 458 578 101 
stack 57:    210 124 226 265 440 535 482 
stack 58:    605 300 370 174 64 77 694 
stack 59:    681 322 276 484 555 462 548 
stack 60:    522 573 187 490 684 644 707 
stack 61:    598 559 353 138 144 625 727 
stack 62:    288 472 642 730 702 329 599 
stack 63:    305 615 346 453 495 664 596 
stack 64:    323 620 184 698 267 351 528 
stack 65:    375 0 
stack 66:    1 376 2 
stack 67:    
stack 68:    378 
stack 69:    379 
stack 70:    5 
stack 71:    381 6 
stack 72:    7 
stack 73:    383 8 
stack 74:    9 
stack 75:    10 385 
stack 76:    11 386 
stack 77:    387 12 
stack 78:    391 515 130 14 13 601 198 
stack 79:    80 60 66 309 111 183 29 
stack 80:    313 393 266 397 398 400 37 
stack 81:    623 17 403 240 20 447 16 
stack 82:    19 584 25 579 448 70 225 
stack 83:    325 312 230 419 713 635 665 
stack 84:    676 680 98 177 74 566 745 
stack 85:    168 408 175 247 718 417 253 
stack 86:    699 367 685 583 413 49 622 
stack 87:    41 22 428 317 433 572 139 
stack 88:    739 409 359 318 473 171 502 
stack 89:    705 723 441 460 504 569 514 
stack 90:    650 291 636 659 580 282 75 
stack 91:    58 704 137 422 531 283 634 
stack 92:    196 181 159 204 27 517 404 
stack 93:    32 415 34 231 552 28 209 
stack 94:    350 182 345 465 221 157 193 
stack 95:    73 686 68 414 132 81 233 
stack 96:    608 735 652 646 406 337 214 
stack 97:    67 425 746 301 229 85 135 
stack 98:    278 40 498 118 589 201 594 
stack 99:    411 560 612 742 741 456 672 
stack 100:    104 655 570 725 55 112 416 
stack 101:    36 451 700 284 262 123 666 
stack 102:    449 294 649 667 471 83 140 
stack 103:    692 326 616 631 645 679 543 
stack 104:    340 516 307 505 703 430 600 
stack 105:    164 105 252 96 483 43 710 
stack 106:    321 290 339 454 420 470 687 
stack 107:    550 160 227 597 511 541 149 
stack 108:    335 595 234 51 241 660 534 
stack 109:    94 647 546 609 585 591 639 
stack 110:    662 690 720 319 131 277 249 
stack 111:    178 268 46 76 501 126 239 
stack 112:    459 480 242 604 575 146 567 
stack 113:    435 349 587 357 497 147 479 
stack 114:    592 197 371 155 538 90 553 
stack 115:    341 461 613 189 554 251 432 
stack 116:    163 166 468 545 54 489 56 
stack 117:    169 374 362 581 593 526 688 
stack 118:    614 673 682 208 536 493 99 
stack 119:    476 315 442 747 508 361 443 
stack 120:    683 199 653 474 496 316 165 
stack 121:    487 304 740 281 150 311 577 
stack 122:    366 354 203 141 509 244 261 
stack 123:    530 275 93 651 519 630 308 
stack 124:    557 445 513 588 173 486 270 
stack 125:    467 629 82 494 154 436 292 
stack 126:    310 218 133 217 706 529 110 
stack 127:    153 446 246 724 148 273 525 
stack 128:    237 279 238 356 223 722 544 
stack 129:    129 116 102 103 586 108 450 
