solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 330,42 s
objective value: 692243.58

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    2 
stack 3:    378 
stack 4:    379 
stack 5:    380 
stack 6:    
stack 7:    382 
stack 8:    
stack 9:    9 
stack 10:    
stack 11:    
stack 12:    
stack 13:    389 14 13 
stack 14:    490 44 442 531 390 394 411 
stack 15:    181 508 392 662 720 407 226 
stack 16:    450 30 110 604 575 405 605 
stack 17:    570 19 300 296 172 639 89 
stack 18:    33 464 99 32 583 22 707 
stack 19:    698 626 399 278 417 260 164 
stack 20:    21 344 611 683 173 536 396 
stack 21:    422 481 87 150 45 540 400 
stack 22:    346 269 510 466 317 546 336 
stack 23:    366 449 647 484 28 561 738 
stack 24:    401 522 73 259 156 134 487 
stack 25:    25 710 271 27 191 230 276 
stack 26:    474 654 104 409 58 111 486 
stack 27:    609 213 402 413 501 558 147 
stack 28:    433 455 523 421 178 406 456 
stack 29:    302 233 729 516 726 35 323 
stack 30:    140 676 38 631 39 179 304 
stack 31:    218 299 298 447 235 669 193 
stack 32:    109 463 709 63 371 535 717 
stack 33:    245 719 287 266 686 326 195 
stack 34:    646 349 145 492 573 129 253 
stack 35:    695 731 446 745 275 132 41 
stack 36:    597 643 617 651 741 363 315 
stack 37:    414 85 591 714 503 244 51 
stack 38:    54 62 118 180 423 42 690 
stack 39:    434 534 97 138 297 174 687 
stack 40:    493 694 169 154 373 513 581 
stack 41:    86 249 713 608 52 444 311 
stack 42:    303 207 722 465 628 238 221 
stack 43:    430 308 330 166 50 289 319 
stack 44:    585 559 357 532 732 595 498 
stack 45:    440 600 56 250 661 48 351 
stack 46:    521 333 615 197 80 293 295 
stack 47:    436 533 60 339 685 359 452 
stack 48:    491 735 619 696 301 700 506 
stack 49:    505 67 584 219 144 182 331 
stack 50:    475 240 247 578 580 171 682 
stack 51:    697 674 702 220 550 712 692 
stack 52:    551 571 192 507 198 743 70 
stack 53:    367 131 483 64 541 292 159 
stack 54:    204 337 352 77 711 480 638 
stack 55:    476 598 518 338 467 497 126 
stack 56:    369 374 202 210 270 175 747 
stack 57:    652 554 461 500 290 596 555 
stack 58:    186 229 116 268 149 564 663 
stack 59:    258 524 460 88 459 107 656 
stack 60:    261 606 340 514 568 205 252 
stack 61:    65 439 119 624 108 256 668 
stack 62:    123 672 128 232 139 488 93 
stack 63:    468 113 706 320 588 607 305 
stack 64:    155 101 525 90 329 135 590 
stack 65:    375 1 0 
stack 66:    376 
stack 67:    377 
stack 68:    3 
stack 69:    4 
stack 70:    5 
stack 71:    6 381 
stack 72:    7 
stack 73:    383 8 
stack 74:    385 
stack 75:    10 384 
stack 76:    11 386 
stack 77:    12 387 
stack 78:    78 388 424 15 635 16 20 
stack 79:    203 157 288 34 667 350 153 
stack 80:    742 57 471 309 509 666 189 
stack 81:    393 196 637 265 257 282 391 
stack 82:    324 404 457 49 17 539 341 
stack 83:    165 66 18 112 658 395 599 
stack 84:    279 565 693 408 316 224 239 
stack 85:    37 748 733 620 681 24 23 
stack 86:    749 397 291 26 332 586 594 
stack 87:    254 527 398 294 737 528 209 
stack 88:    419 360 318 746 614 520 334 
stack 89:    425 427 744 208 410 170 40 
stack 90:    348 740 225 368 420 641 36 
stack 91:    161 415 365 274 43 403 632 
stack 92:    431 577 542 212 29 160 187 
stack 93:    499 206 372 569 716 237 222 
stack 94:    355 462 526 708 650 549 727 
stack 95:    602 234 262 734 185 704 255 
stack 96:    601 560 31 46 633 448 264 
stack 97:    342 281 478 47 71 728 552 
stack 98:    618 572 75 562 283 177 106 
stack 99:    345 284 548 55 567 593 634 
stack 100:    313 574 642 183 412 441 703 
stack 101:    477 241 362 125 730 673 243 
stack 102:    684 603 190 148 677 418 168 
stack 103:    613 715 625 721 678 227 335 
stack 104:    443 502 307 517 689 529 519 
stack 105:    100 214 114 579 217 648 215 
stack 106:    236 115 95 194 356 416 557 
stack 107:    163 691 553 328 724 547 321 
stack 108:    458 426 736 530 151 657 623 
stack 109:    512 76 470 325 469 200 82 
stack 110:    445 102 453 723 435 84 263 
stack 111:    649 612 671 176 630 670 705 
stack 112:    59 98 272 544 479 429 370 
stack 113:    79 162 127 211 664 120 117 
stack 114:    343 485 718 72 347 582 361 
stack 115:    472 515 242 53 364 105 610 
stack 116:    92 91 428 640 675 636 482 
stack 117:    496 312 61 158 94 188 644 
stack 118:    659 223 432 142 68 576 103 
stack 119:    566 273 322 141 137 228 563 
stack 120:    621 504 69 660 306 146 152 
stack 121:    627 688 353 267 556 358 451 
stack 122:    537 184 133 124 231 437 543 
stack 123:    616 130 248 739 622 680 473 
stack 124:    629 354 251 701 216 310 679 
stack 125:    167 96 199 511 314 438 494 
stack 126:    592 83 327 495 538 665 136 
stack 127:    725 143 653 280 121 285 587 
stack 128:    545 122 201 454 645 589 655 
stack 129:    489 699 286 246 81 277 74 
