instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_130_7_00,LB,3600.0,-,692230.2,-,-,-,-,-
750_130_7_00,BinP,3600.0,2327.64,692249.64,-,-,-,-,-
750_130_7_00,GH,3600.0,0.01,753563.73,-,-,-,-,-
750_130_7_00,GH + HC,3600.0,314.37,692252.08,61312.0,8.0,141.616,24,74
750_130_7_01,LB,3600.0,-,692250.9,-,-,-,-,-
750_130_7_01,BinP,3600.0,2006.54,692255.78,-,-,-,-,-
750_130_7_01,GH,3600.0,0.00,752600.2,-,-,-,-,-
750_130_7_01,GH + HC,3600.0,323.19,692255.78,60344.0,8.0,128.273,23,73
750_130_7_02,LB,3600.0,-,692226.58,-,-,-,-,-
750_130_7_02,BinP,3600.0,2232.13,692231.46,-,-,-,-,-
750_130_7_02,GH,3600.0,0.00,749782.3,-,-,-,-,-
750_130_7_02,GH + HC,3600.0,315.5,692237.52,57545.0,8.0,134.01,24,74
750_130_7_03,LB,3600.0,-,692248.46,-,-,-,-,-
750_130_7_03,BinP,3600.0,2044.73,692250.9,-,-,-,-,-
750_130_7_03,GH,3600.0,0.00,752454.75,-,-,-,-,-
750_130_7_03,GH + HC,3600.0,356.88,692250.9,60204.0,8.0,170.725,28,78
750_130_7_04,LB,3600.0,-,692266.64,-,-,-,-,-
750_130_7_04,BinP,3600.0,2586.97,692275.14,-,-,-,-,-
750_130_7_04,GH,3600.0,0.00,753951.57,-,-,-,-,-
750_130_7_04,GH + HC,3600.0,321.57,692278.76,61673.0,8.0,150.962,27,77
750_130_7_05,LB,3600.0,-,692247.2,-,-,-,-,-
750_130_7_05,BinP,3600.0,1991.19,692252.08,-,-,-,-,-
750_130_7_05,GH,3600.0,0.00,752345.68,-,-,-,-,-
750_130_7_05,GH + HC,3600.0,345.62,692252.08,60094.0,8.0,124.802,23,73
750_130_7_06,LB,3600.0,-,692253.26,-,-,-,-,-
750_130_7_06,BinP,3600.0,2377.37,692260.58,-,-,-,-,-
750_130_7_06,GH,3600.0,0.00,751339.73,-,-,-,-,-
750_130_7_06,GH + HC,3600.0,328.17,692266.64,59073.0,8.0,123.77,20,70
750_130_7_07,LB,3600.0,-,692227.76,-,-,-,-,-
750_130_7_07,BinP,3600.0,2405.90,692237.52,-,-,-,-,-
750_130_7_07,GH,3600.0,0.00,747170.44,-,-,-,-,-
750_130_7_07,GH + HC,3600.0,337.62,692237.52,54933.0,7.0,172.226,29,79
750_130_7_08,LB,3600.0,-,692233.9,-,-,-,-,-
750_130_7_08,BinP,3600.0,1943.40,692242.4,-,-,-,-,-
750_130_7_08,GH,3600.0,0.01,751248.81,-,-,-,-,-
750_130_7_08,GH + HC,3600.0,330.94,692248.46,59000.0,8.0,146.604,26,76
750_130_7_09,LB,3600.0,-,692229.02,-,-,-,-,-
750_130_7_09,BinP,3600.0,1910.20,692237.52,-,-,-,-,-
750_130_7_09,GH,3600.0,0.00,750788.26,-,-,-,-,-
750_130_7_09,GH + HC,3600.0,372.74,692237.52,58551.0,8.0,186.127,40,90
750_130_7_10,LB,3600.0,-,692253.26,-,-,-,-,-
750_130_7_10,BinP,3600.0,1952.26,692259.32,-,-,-,-,-
750_130_7_10,GH,3600.0,0.00,748806.65,-,-,-,-,-
750_130_7_10,GH + HC,3600.0,370.2,692259.33,56547.0,8.0,151.736,29,79
750_130_7_11,LB,3600.0,-,692243.58,-,-,-,-,-
750_130_7_11,BinP,3600.0,2366.79,692243.58,-,-,-,-,-
750_130_7_11,GH,3600.0,0.00,752818.36,-,-,-,-,-
750_130_7_11,GH + HC,3600.0,330.42,692243.58,60575.0,8.0,162.273,27,77
750_130_7_12,LB,3600.0,-,692238.7,-,-,-,-,-
750_130_7_12,BinP,3600.0,1793.10,692246.02,-,-,-,-,-
750_130_7_12,GH,3600.0,0.01,751206.39,-,-,-,-,-
750_130_7_12,GH + HC,3600.0,360.67,692246.02,58960.0,8.0,152.149,24,74
750_130_7_13,LB,3600.0,-,692237.52,-,-,-,-,-
750_130_7_13,BinP,3600.0,2231.49,692244.84,-,-,-,-,-
750_130_7_13,GH,3600.0,0.00,750388.29,-,-,-,-,-
750_130_7_13,GH + HC,3600.0,348.57,692248.46,58140.0,8.0,146.416,24,74
750_130_7_14,LB,3600.0,-,692249.64,-,-,-,-,-
750_130_7_14,BinP,3600.0,2399.73,692256.96,-,-,-,-,-
750_130_7_14,GH,3600.0,0.00,749515.66,-,-,-,-,-
