instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_175_4_16,GH + TS,1800.0,1879.58,221918.5,79084.0,26.0,141.664,127,477
500_175_4_16,GH + HC,1800.0,432.45,221922.12,79080.0,26.0,39.798,103,453
500_175_4_17,LB,1800.0,-,221871.12,-,-,-,-,-
500_175_4_17,BinP,1800.0,824.30,221884.5
500_175_4_17,GH,1800.0,0.00,301341.44
500_175_4_17,GH + TS,1800.0,1272.18,221888.12,79453.0,26.0,30.42,76,426
500_175_4_17,GH + HC,1800.0,548.99,221884.5,79457.0,26.0,95.888,200,550
500_175_4_18,LB,1800.0,-,221924.56,-,-,-,-,-
500_175_4_18,BinP,1800.0,946.95,221936.76
500_175_4_18,GH,1800.0,0.00,300886.94
500_175_4_18,GH + TS,1800.0,1335.67,221936.76,78950.0,26.0,55.84,110,460
500_175_4_18,GH + HC,1800.0,456.02,221936.76,78950.0,26.0,39.375,80,430
500_175_4_19,LB,1800.0,-,221896.54,-,-,-,-,-
500_175_4_19,BinP,1800.0,829.55,221909.92
500_175_4_19,GH,1800.0,0.00,301353.56
500_175_4_19,GH + TS,1800.0,1965.07,221909.92,79444.0,26.0,82.91,85,435
500_175_4_19,GH + HC,1800.0,520.61,221925.66,79428.0,26.0,74.044,168,518
