instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
500_175_4_00,LB,1800.0,-,221889.22,-,-,-,-,-
500_175_4_00,BinP,1800.0,910.16,221912.36
500_175_4_00,GH,1800.0,0.01,299232.56
500_175_4_00,GH + TS,1800.0,2016.67,221914.8,77318.0,26.0,403.942,326,676
500_175_4_00,GH + HC,1800.0,399.45,221912.36,77320.0,26.0,27.027,65,415
500_175_4_01,LB,1800.0,-,221894.1,-,-,-,-,-
500_175_4_01,BinP,1800.0,916.72,221903.86
500_175_4_01,GH,1800.0,0.00,303292.76
500_175_4_01,GH + TS,1800.0,1109.58,221903.86,81389.0,27.0,59.804,93,443
500_175_4_01,GH + HC,1800.0,434.66,221903.86,81389.0,27.0,36.603,94,444
500_175_4_02,LB,1800.0,-,221884.42,-,-,-,-,-
500_175_4_02,BinP,1800.0,1018.25,221897.8
500_175_4_02,GH,1800.0,0.00,300796.04
500_175_4_02,GH + TS,1800.0,1689.98,221900.24,78896.0,26.0,30.468,66,416
500_175_4_02,GH + HC,1800.0,401.59,221900.24,78896.0,26.0,27.233,66,416
500_175_4_03,LB,1800.0,-,221909.84,-,-,-,-,-
500_175_4_03,BinP,1800.0,1097.91,221928.1
500_175_4_03,GH,1800.0,0.00,304213.88
500_175_4_03,GH + TS,1800.0,1796.69,221930.54,82283.0,27.0,32.007,79,429
500_175_4_03,GH + HC,1800.0,423.39,221930.54,82283.0,27.0,27.462,59,409
500_175_4_04,LB,1800.0,-,221888.12,-,-,-,-,-
500_175_4_04,BinP,1800.0,778.06,221907.64
500_175_4_04,GH,1800.0,0.00,303226.1
500_175_4_04,GH + TS,1800.0,1620.59,221911.26,81315.0,27.0,394.283,320,670
500_175_4_04,GH + HC,1800.0,444.27,221907.64,81318.0,27.0,45.168,110,460
500_175_4_05,LB,1800.0,-,221901.34,-,-,-,-,-
500_175_4_05,BinP,1800.0,982.74,221928.1
500_175_4_05,GH,1800.0,0.00,302159.54
500_175_4_05,GH + TS,1800.0,1867.04,221928.1,80231.0,27.0,333.057,239,589
500_175_4_05,GH + HC,1800.0,426.25,221928.1,80231.0,27.0,34.172,87,437
500_175_4_06,LB,1800.0,-,221902.6,-,-,-,-,-
500_175_4_06,BinP,1800.0,869.93,221930.62
500_175_4_06,GH,1800.0,0.00,302286.8
500_175_4_06,GH + TS,1800.0,1482.73,221930.62,80356.0,27.0,29.747,83,433
500_175_4_06,GH + HC,1800.0,438.36,221930.62,80356.0,27.0,30.421,56,406
500_175_4_07,LB,1800.0,-,221879.46,-,-,-,-,-
500_175_4_07,BinP,1800.0,993.11,221914.8
500_175_4_07,GH,1800.0,0.00,303638.18
500_175_4_07,GH + TS,1800.0,2330.97,221914.8,81723.0,27.0,502.721,330,680
500_175_4_07,GH + HC,1800.0,410.53,221915.98,81722.0,27.0,27.863,67,417
500_175_4_08,LB,1800.0,-,221861.36,-,-,-,-,-
500_175_4_08,BinP,1800.0,966.67,221877.18
500_175_4_08,GH,1800.0,0.00,298996.22
500_175_4_08,GH + TS,1800.0,1470.64,221877.18,77119.0,26.0,265.183,233,583
500_175_4_08,GH + HC,1800.0,431.73,221877.18,77119.0,26.0,31.611,79,429
500_175_4_09,LB,1800.0,-,221917.16,-,-,-,-,-
500_175_4_09,BinP,1800.0,965.20,221940.3
500_175_4_09,GH,1800.0,0.00,299111.36
500_175_4_09,GH + TS,1800.0,1434.31,221946.36,77165.0,26.0,34.502,80,430
500_175_4_09,GH + HC,1800.0,428.1,221940.3,77171.0,26.0,28.031,68,418
500_175_4_10,LB,1800.0,-,221885.68,-,-,-,-,-
500_175_4_10,BinP,1800.0,840.02,221916.06
500_175_4_10,GH,1800.0,0.00,302498.9
500_175_4_10,GH + TS,1800.0,1341.5,221916.06,80583.0,27.0,40.291,85,435
500_175_4_10,GH + HC,1800.0,449.25,221916.06,80583.0,27.0,46.464,111,461
500_175_4_11,LB,1800.0,-,221901.5,-,-,-,-,-
500_175_4_11,BinP,1800.0,1037.31,221924.56
500_175_4_11,GH,1800.0,0.00,299856.74
500_175_4_11,GH + TS,1800.0,1394.5,221924.56,77932.0,26.0,31.12,68,418
500_175_4_11,GH + HC,1800.0,435.06,221924.56,77932.0,26.0,34.471,89,439
500_175_4_12,LB,1800.0,-,221901.5,-,-,-,-,-
500_175_4_12,BinP,1800.0,916.89,221924.56
500_175_4_12,GH,1800.0,0.00,302929.16
500_175_4_12,GH + TS,1800.0,1525.21,221930.62,80999.0,27.0,29.59,84,434
500_175_4_12,GH + HC,1800.0,503.51,221928.18,81001.0,27.0,76.708,153,503
500_175_4_13,LB,1800.0,-,221891.74,-,-,-,-,-
500_175_4_13,BinP,1800.0,894.62,221916.06
500_175_4_13,GH,1800.0,0.00,302826.14
500_175_4_13,GH + TS,1800.0,2022.32,221916.06,80910.0,27.0,423.834,291,641
500_175_4_13,GH + HC,1800.0,443.7,221916.06,80910.0,27.0,43.699,96,446
500_175_4_14,LB,1800.0,-,221892.92,-,-,-,-,-
500_175_4_14,BinP,1800.0,860.75,221912.44
500_175_4_14,GH,1800.0,0.00,300244.58
500_175_4_14,GH + TS,1800.0,2269.19,221916.06,78329.0,26.0,523.369,319,669
500_175_4_14,GH + HC,1800.0,523.29,221912.44,78332.0,26.0,76.05,181,531
500_175_4_15,LB,1800.0,-,221906.22,-,-,-,-,-
500_175_4_15,BinP,1800.0,969.49,221929.36
500_175_4_15,GH,1800.0,0.00,300220.34
500_175_4_15,GH + TS,1800.0,1423.28,221929.36,78291.0,26.0,31.799,85,435
500_175_4_15,GH + HC,1800.0,471.83,221929.36,78291.0,26.0,58.576,128,478
500_175_4_16,LB,1800.0,-,221900.24,-,-,-,-,-
500_175_4_16,BinP,1800.0,835.07,221918.5
500_175_4_16,GH,1800.0,0.00,301002.08
