instance,solver,time_limit,time,val,imp(abs),imp(%),time_to_best(s),iterations_to_best,total_iterations
750_195_7_00,LB,1800.0,-,557211.94,-,-,-,-,-
750_195_7_00,BinP,1800.0,1829.67,637067.32
750_195_7_00,GH,1800.0,0.01,690812.5
750_195_7_00,GH + TS,1800.0,3329.36,557258.22,133554.0,19.0,215.818,138,488
750_195_7_00,GH + HC,1800.0,1231.55,557252.16,133560.0,19.0,114.707,92,442
750_195_7_01,LB,1800.0,-,557208.4,-,-,-,-,-
750_195_7_01,BinP,1800.0,1802.25,616499.28
750_195_7_01,GH,1800.0,0.00,691515.48
750_195_7_01,GH + TS,1800.0,3617.85,557253.34,134262.0,19.0,798.691,247,468
750_195_7_01,GH + HC,1800.0,1590.77,557252.16,134263.0,19.0,275.243,205,555
750_195_7_02,LB,1800.0,-,557205.88,-,-,-,-,-
750_195_7_02,BinP,1800.0,1828.42,627903.19
750_195_7_02,GH,1800.0,0.00,695272.67
750_195_7_02,GH + TS,1800.0,3631.96,557247.28,138025.0,20.0,974.143,327,481
750_195_7_02,GH + HC,1800.0,1269.17,557263.02,138010.0,20.0,119.859,102,452
750_195_7_03,LB,1800.0,-,557237.44,-,-,-,-,-
750_195_7_03,BinP,1800.0,1815.70,615426.5
750_195_7_03,GH,1800.0,0.00,696030.18
750_195_7_03,GH + TS,1800.0,3602.13,557269.08,138761.0,20.0,129.437,90,434
750_195_7_03,GH + HC,1800.0,1259.03,557272.7,138757.0,20.0,116.235,101,451
750_195_7_04,LB,1800.0,-,557268.92,-,-,-,-,-
750_195_7_04,BinP,1800.0,1828.37,629537.1
750_195_7_04,GH,1800.0,0.00,695666.57
750_195_7_04,GH + TS,1800.0,3618.84,557328.5,138338.0,20.0,309.417,162,501
750_195_7_04,GH + HC,1800.0,2144.67,557330.94,138336.0,20.0,564.839,426,776
750_195_7_05,LB,1800.0,-,557228.94,-,-,-,-,-
750_195_7_05,BinP,1800.0,1805.07,607408.78
750_195_7_05,GH,1800.0,0.00,698945.02
750_195_7_05,GH + TS,1800.0,3573.7,557267.9,141677.0,20.0,132.17,110,460
750_195_7_05,GH + HC,1800.0,1257.03,557273.96,141671.0,20.0,106.357,97,447
750_195_7_06,LB,1800.0,-,557253.26,-,-,-,-,-
750_195_7_06,BinP,1800.0,1804.35,623075.89
750_195_7_06,GH,1800.0,0.00,696993.69
750_195_7_06,GH + TS,1800.0,3619.62,557284.82,139709.0,20.0,164.777,100,430
750_195_7_06,GH + HC,1800.0,1228.57,557284.82,139709.0,20.0,121.189,108,458
750_195_7_07,LB,1800.0,-,557222.96,-,-,-,-,-
750_195_7_07,BinP,1800.0,1807.44,616635.05
750_195_7_07,GH,1800.0,0.00,692697.16
750_195_7_07,GH + TS,1800.0,3600.72,557283.72,135413.0,20.0,805.922,242,549
750_195_7_07,GH + HC,1800.0,1471.72,557283.72,135413.0,20.0,241.041,177,527
750_195_7_08,LB,1800.0,-,557204.62,-,-,-,-,-
750_195_7_08,BinP,1800.0,1818.16,631145.52
750_195_7_08,GH,1800.0,0.00,692351.75
750_195_7_08,GH + TS,1800.0,3322.43,557235.08,135117.0,20.0,110.329,87,437
750_195_7_08,GH + HC,1800.0,1310.16,557256.88,135095.0,20.0,146.284,122,472
750_195_7_09,LB,1800.0,-,557268.92,-,-,-,-,-
750_195_7_09,BinP,1800.0,1804.80,628606.3
750_195_7_09,GH,1800.0,0.00,693878.86
750_195_7_09,GH + TS,1800.0,3515.65,557301.82,136577.0,20.0,188.817,106,456
750_195_7_09,GH + HC,1800.0,1278.83,557298.2,136581.0,20.0,123.465,100,450
750_195_7_10,LB,1800.0,-,557204.62,-,-,-,-,-
750_195_7_10,BinP,1800.0,1807.46,626252.58
750_195_7_10,GH,1800.0,0.00,691570.02
750_195_7_10,GH + TS,1800.0,2921.26,557241.14,134329.0,19.0,122.146,110,460
750_195_7_10,GH + HC,1800.0,1209.28,557235.08,134335.0,19.0,120.31,91,441
750_195_7_11,LB,1800.0,-,557216.74,-,-,-,-,-
750_195_7_11,BinP,1800.0,1816.77,631769.7
750_195_7_11,GH,1800.0,0.01,697436.11
750_195_7_11,GH + TS,1800.0,3293.77,557276.32,140160.0,20.0,155.733,99,449
750_195_7_11,GH + HC,1800.0,1293.41,557279.94,140156.0,20.0,130.502,112,462
750_195_7_12,LB,1800.0,-,557276.24,-,-,-,-,-
750_195_7_12,BinP,1800.0,1810.08,626525.13
750_195_7_12,GH,1800.0,0.00,693927.36
750_195_7_12,GH + TS,1800.0,3608.08,557321.27,136606.0,20.0,422.672,181,438
750_195_7_12,GH + HC,1800.0,1291.05,557321.26,136606.0,20.0,111.571,106,456
750_195_7_13,LB,1800.0,-,557220.52,-,-,-,-,-
750_195_7_13,BinP,1800.0,1813.28,630104.22
750_195_7_13,GH,1800.0,0.00,698423.88
750_195_7_13,GH + TS,1800.0,3446.56,557249.72,141174.0,20.0,231.065,151,501
750_195_7_13,GH + HC,1800.0,1420.17,557249.72,141174.0,20.0,164.385,132,482
750_195_7_14,LB,1800.0,-,557237.44,-,-,-,-,-
750_195_7_14,BinP,1800.0,1831.24,629326.27
750_195_7_14,GH,1800.0,0.00,693157.75
750_195_7_14,GH + TS,1800.0,2986.37,557266.64,135891.0,20.0,269.384,123,473
750_195_7_14,GH + HC,1800.0,2170.37,557261.76,135896.0,20.0,564.411,394,744
750_195_7_15,LB,1800.0,-,557265.38,-,-,-,-,-
750_195_7_15,BinP,1800.0,1812.77,629396.54
750_195_7_15,GH,1800.0,0.00,698811.72
750_195_7_15,GH + TS,1800.0,3611.65,557296.94,141515.0,20.0,769.368,227,443
750_195_7_15,GH + HC,1800.0,1533.77,557296.94,141515.0,20.0,221.793,180,530
750_195_7_16,LB,1800.0,-,557193.68,-,-,-,-,-
750_195_7_16,BinP,1800.0,1819.48,636188.55
750_195_7_16,GH,1800.0,0.01,697860.3
750_195_7_16,GH + TS,1800.0,3614.55,557218.08,140642.0,20.0,1125.706,309,458
750_195_7_16,GH + HC,1800.0,1538.7,557218.08,140642.0,20.0,229.124,202,552
750_195_7_17,LB,1800.0,-,557235.0,-,-,-,-,-
750_195_7_17,BinP,1800.0,1774.29,557267.9
750_195_7_17,GH,1800.0,0.00,697636.07
750_195_7_17,GH + TS,1800.0,3600.88,557267.9,140368.0,20.0,161.074,117,442
750_195_7_17,GH + HC,1800.0,1937.89,557280.02,140356.0,20.0,468.808,338,688
750_195_7_18,LB,1800.0,-,557243.58,-,-,-,-,-
750_195_7_18,BinP,1800.0,1825.79,629604.94
750_195_7_18,GH,1800.0,0.00,695248.42
750_195_7_18,GH + TS,1800.0,3512.77,557281.28,137967.0,20.0,247.987,126,476
