solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 233,46 s
objective value: 256018.2

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    252 
stack 3:    253 
stack 4:    254 
stack 5:    5 
stack 6:    7 6 
stack 7:    
stack 8:    
stack 9:    9 
stack 10:    260 10 
stack 11:    261 
stack 12:    12 
stack 13:    
stack 14:    14 
stack 15:    
stack 16:    266 
stack 17:    18 23 269 421 
stack 18:    272 192 148 277 
stack 19:    107 431 295 445 
stack 20:    359 96 422 279 
stack 21:    134 273 409 284 
stack 22:    53 24 39 66 
stack 23:    276 71 137 410 
stack 24:    41 275 293 283 
stack 25:    437 55 280 354 
stack 26:    309 388 242 481 
stack 27:    61 159 290 185 
stack 28:    28 325 81 292 
stack 29:    313 138 38 407 
stack 30:    299 285 426 32 
stack 31:    70 80 65 296 
stack 32:    60 474 294 471 
stack 33:    331 36 498 310 
stack 34:    380 214 304 79 
stack 35:    451 429 35 231 
stack 36:    205 108 329 311 
stack 37:    126 89 462 480 
stack 38:    417 132 302 374 
stack 39:    52 44 194 165 
stack 40:    344 211 408 434 
stack 41:    189 100 377 452 
stack 42:    226 151 82 303 
stack 43:    167 412 136 94 
stack 44:    370 131 456 454 
stack 45:    300 317 363 435 
stack 46:    68 160 330 433 
stack 47:    355 441 47 217 
stack 48:    444 466 212 181 
stack 49:    467 190 149 118 
stack 50:    156 499 235 484 
stack 51:    239 301 243 127 
stack 52:    155 442 324 472 
stack 53:    130 106 199 163 
stack 54:    248 473 314 56 
stack 55:    150 461 405 315 
stack 56:    494 128 157 143 
stack 57:    222 78 223 234 
stack 58:    122 413 396 153 
stack 59:    140 249 430 169 
stack 60:    457 468 195 180 
stack 61:    395 465 209 111 
stack 62:    133 489 338 337 
stack 63:    483 390 334 378 
stack 64:    403 460 114 73 
stack 65:    99 448 69 247 
stack 66:    339 202 401 406 
stack 67:    77 172 184 436 
stack 68:    206 104 142 376 
stack 69:    478 101 365 166 
stack 70:    420 414 447 348 
stack 71:    171 341 124 379 
stack 72:    219 497 458 400 
stack 73:    162 418 424 423 
stack 74:    428 187 75 196 
stack 75:    0 
stack 76:    1 251 
stack 77:    250 
stack 78:    2 3 
stack 79:    4 
stack 80:    255 
stack 81:    256 
stack 82:    257 
stack 83:    258 8 
stack 84:    259 
stack 85:    11 
stack 86:    
stack 87:    262 
stack 88:    263 13 
stack 89:    264 
stack 90:    15 16 265 
stack 91:    21 274 
stack 92:    19 17 322 267 
stack 93:    268 270 281 278 
stack 94:    174 105 347 371 
stack 95:    26 22 182 20 
stack 96:    271 37 335 164 
stack 97:    362 45 419 30 
stack 98:    399 389 74 282 
stack 99:    25 27 438 463 
stack 100:    475 117 477 49 
stack 101:    411 216 34 119 
stack 102:    40 201 146 352 
stack 103:    308 188 31 62 
stack 104:    215 173 29 328 
stack 105:    495 288 496 286 
stack 106:    158 289 33 135 
stack 107:    392 349 123 312 
stack 108:    54 446 491 102 
stack 109:    154 46 129 343 
stack 110:    287 476 345 42 
stack 111:    305 210 97 398 
stack 112:    450 323 103 48 
stack 113:    237 43 116 291 
stack 114:    336 455 298 230 
stack 115:    67 110 340 59 
stack 116:    121 342 183 470 
stack 117:    443 384 364 58 
stack 118:    246 90 382 144 
stack 119:    386 356 479 179 
stack 120:    487 240 176 218 
stack 121:    198 98 207 203 
stack 122:    493 464 297 393 
stack 123:    415 112 490 482 
stack 124:    175 186 391 50 
stack 125:    319 92 307 220 
stack 126:    306 397 51 327 
stack 127:    453 332 353 486 
stack 128:    383 64 427 63 
stack 129:    425 191 85 488 
stack 130:    57 233 139 232 
stack 131:    95 170 321 224 
stack 132:    208 375 369 197 
stack 133:    87 152 161 228 
stack 134:    113 147 245 168 
stack 135:    229 357 318 381 
stack 136:    91 244 351 86 
stack 137:    236 145 373 358 
stack 138:    361 320 360 402 
stack 139:    200 394 72 93 
stack 140:    316 83 221 326 
stack 141:    225 125 115 346 
stack 142:    469 241 439 368 
stack 143:    366 459 109 76 
stack 144:    238 213 440 372 
stack 145:    178 485 387 404 
stack 146:    492 227 141 88 
stack 147:    193 204 120 350 
stack 148:    367 385 449 416 
stack 149:    432 84 177 333 
