solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 240,20 s
objective value: 255995.14

stacks (top to bottom):
stack 0:    250 
stack 1:    1 
stack 2:    
stack 3:    
stack 4:    254 4 
stack 5:    
stack 6:    6 
stack 7:    
stack 8:    
stack 9:    9 
stack 10:    
stack 11:    11 
stack 12:    262 
stack 13:    13 
stack 14:    
stack 15:    15 
stack 16:    16 
stack 17:    29 63 466 272 
stack 18:    38 39 41 192 
stack 19:    271 315 270 20 
stack 20:    25 204 274 288 
stack 21:    273 23 278 37 
stack 22:    358 275 66 74 
stack 23:    189 399 465 277 
stack 24:    32 378 279 24 
stack 25:    111 291 28 96 
stack 26:    246 213 413 280 
stack 27:    52 287 30 31 
stack 28:    48 49 496 452 
stack 29:    125 42 232 112 
stack 30:    115 331 289 198 
stack 31:    54 451 298 293 
stack 32:    418 114 420 296 
stack 33:    60 299 99 61 
stack 34:    179 363 51 59 
stack 35:    307 303 432 183 
stack 36:    480 103 40 339 
stack 37:    306 94 62 421 
stack 38:    57 333 215 134 
stack 39:    191 88 308 211 
stack 40:    173 128 58 422 
stack 41:    47 56 400 117 
stack 42:    55 98 492 164 
stack 43:    406 64 150 379 
stack 44:    371 209 424 45 
stack 45:    249 398 353 70 
stack 46:    410 100 427 468 
stack 47:    176 388 349 79 
stack 48:    347 120 194 116 
stack 49:    490 370 458 144 
stack 50:    104 417 477 238 
stack 51:    345 53 83 311 
stack 52:    113 178 231 314 
stack 53:    230 346 148 415 
stack 54:    182 454 214 233 
stack 55:    488 442 239 401 
stack 56:    132 464 351 394 
stack 57:    135 170 217 433 
stack 58:    153 242 450 75 
stack 59:    341 323 359 221 
stack 60:    445 67 141 384 
stack 61:    354 154 391 245 
stack 62:    161 212 147 389 
stack 63:    383 372 357 234 
stack 64:    457 101 366 365 
stack 65:    218 387 441 368 
stack 66:    188 460 324 118 
stack 67:    478 317 484 102 
stack 68:    187 483 81 386 
stack 69:    355 405 105 126 
stack 70:    157 374 342 208 
stack 71:    184 375 453 131 
stack 72:    334 487 196 439 
stack 73:    130 190 338 149 
stack 74:    462 443 467 327 
stack 75:    0 
stack 76:    251 
stack 77:    252 2 
stack 78:    3 
stack 79:    253 
stack 80:    5 255 
stack 81:    256 
stack 82:    7 257 
stack 83:    258 8 
stack 84:    259 
stack 85:    10 260 
stack 86:    261 
stack 87:    12 
stack 88:    264 
stack 89:    14 263 
stack 90:    265 
stack 91:    17 186 266 
stack 92:    269 18 267 268 
stack 93:    304 396 26 475 
stack 94:    72 493 290 19 
stack 95:    95 21 469 22 
stack 96:    356 27 408 223 
stack 97:    283 446 46 281 
stack 98:    33 325 282 136 
stack 99:    84 276 292 481 
stack 100:    459 448 284 373 
stack 101:    145 169 377 34 
stack 102:    429 332 44 286 
stack 103:    285 85 381 236 
stack 104:    335 197 35 210 
stack 105:    294 385 160 202 
stack 106:    36 416 77 380 
stack 107:    295 382 121 316 
stack 108:    297 482 220 199 
stack 109:    434 438 300 476 
stack 110:    301 97 321 397 
stack 111:    50 489 390 127 
stack 112:    43 376 499 168 
stack 113:    473 305 163 107 
stack 114:    312 364 166 404 
stack 115:    350 313 227 222 
stack 116:    86 494 229 65 
stack 117:    216 444 328 310 
stack 118:    123 93 302 485 
stack 119:    73 362 152 151 
stack 120:    226 474 185 336 
stack 121:    235 309 241 340 
stack 122:    206 142 140 71 
stack 123:    367 225 159 167 
stack 124:    219 407 146 82 
stack 125:    171 472 470 108 
stack 126:    322 137 330 193 
stack 127:    203 486 143 318 
stack 128:    200 498 491 436 
stack 129:    471 69 162 329 
stack 130:    430 428 224 414 
stack 131:    158 402 129 392 
stack 132:    195 92 320 110 
stack 133:    447 138 68 133 
stack 134:    76 419 201 237 
stack 135:    89 497 361 411 
stack 136:    174 352 109 437 
stack 137:    403 435 78 139 
stack 138:    91 181 463 456 
stack 139:    412 426 409 423 
stack 140:    90 180 425 244 
stack 141:    319 155 156 177 
stack 142:    343 248 395 431 
stack 143:    207 87 369 175 
stack 144:    337 247 461 228 
stack 145:    122 124 449 440 
stack 146:    240 495 348 165 
stack 147:    393 172 326 360 
stack 148:    119 455 106 243 
stack 149:    80 205 344 479 
