solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 194,06 s
objective value: 256006.0

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    251 
stack 3:    3 
stack 4:    4 
stack 5:    
stack 6:    
stack 7:    
stack 8:    8 258 
stack 9:    
stack 10:    
stack 11:    261 
stack 12:    
stack 13:    13 
stack 14:    
stack 15:    15 
stack 16:    
stack 17:    270 21 269 298 
stack 18:    18 496 276 203 
stack 19:    34 41 68 338 
stack 20:    20 240 458 31 
stack 21:    44 27 22 26 
stack 22:    47 273 155 116 
stack 23:    341 287 207 23 
stack 24:    215 323 33 113 
stack 25:    322 28 410 416 
stack 26:    30 57 169 80 
stack 27:    278 340 288 193 
stack 28:    237 186 195 49 
stack 29:    424 221 90 366 
stack 30:    291 403 494 390 
stack 31:    238 38 461 470 
stack 32:    239 382 76 159 
stack 33:    354 495 161 301 
stack 34:    81 460 485 45 
stack 35:    162 61 364 35 
stack 36:    457 302 392 399 
stack 37:    138 395 454 37 
stack 38:    344 289 452 225 
stack 39:    40 422 39 174 
stack 40:    393 361 125 151 
stack 41:    124 483 135 375 
stack 42:    314 194 219 110 
stack 43:    293 99 92 108 
stack 44:    145 312 334 235 
stack 45:    391 168 241 296 
stack 46:    409 492 324 46 
stack 47:    315 172 243 184 
stack 48:    406 224 466 59 
stack 49:    491 214 101 142 
stack 50:    450 303 100 355 
stack 51:    477 426 200 330 
stack 52:    201 478 248 122 
stack 53:    66 397 455 163 
stack 54:    479 104 467 63 
stack 55:    444 345 472 333 
stack 56:    182 352 216 143 
stack 57:    198 115 459 316 
stack 58:    443 473 119 369 
stack 59:    327 381 210 129 
stack 60:    144 493 446 70 
stack 61:    173 245 165 439 
stack 62:    64 154 487 199 
stack 63:    471 432 321 449 
stack 64:    431 475 158 134 
stack 65:    346 347 123 180 
stack 66:    362 78 69 326 
stack 67:    102 153 418 217 
stack 68:    86 189 404 411 
stack 69:    486 204 133 407 
stack 70:    429 149 83 462 
stack 71:    336 183 386 331 
stack 72:    107 383 453 398 
stack 73:    385 421 359 396 
stack 74:    353 79 414 166 
stack 75:    1 250 0 
stack 76:    2 
stack 77:    252 
stack 78:    253 
stack 79:    254 
stack 80:    5 255 
stack 81:    6 256 
stack 82:    7 257 
stack 83:    259 
stack 84:    9 
stack 85:    260 
stack 86:    10 11 
stack 87:    262 12 
stack 88:    14 263 
stack 89:    264 
stack 90:    265 
stack 91:    266 267 16 309 
stack 92:    384 268 17 275 
stack 93:    77 272 181 246 
stack 94:    277 71 19 65 
stack 95:    389 98 271 408 
stack 96:    211 280 412 249 
stack 97:    84 311 425 358 
stack 98:    29 73 24 274 
stack 99:    209 32 415 234 
stack 100:    279 292 482 25 
stack 101:    42 54 377 463 
stack 102:    428 401 363 318 
stack 103:    202 167 282 402 
stack 104:    136 469 283 105 
stack 105:    441 213 484 121 
stack 106:    132 343 372 281 
stack 107:    53 400 294 285 
stack 108:    36 141 297 58 
stack 109:    480 284 87 370 
stack 110:    388 228 205 290 
stack 111:    51 286 319 499 
stack 112:    91 179 43 62 
stack 113:    310 295 468 176 
stack 114:    451 52 447 435 
stack 115:    442 197 67 233 
stack 116:    137 367 360 490 
stack 117:    130 48 89 304 
stack 118:    223 394 445 378 
stack 119:    60 226 368 420 
stack 120:    208 481 305 329 
stack 121:    488 313 229 300 
stack 122:    187 220 498 342 
stack 123:    56 339 227 231 
stack 124:    148 192 419 299 
stack 125:    150 430 50 437 
stack 126:    171 387 218 308 
stack 127:    374 178 413 464 
stack 128:    427 242 127 348 
stack 129:    96 351 95 335 
stack 130:    55 103 146 120 
stack 131:    306 489 140 247 
stack 132:    307 349 417 350 
stack 133:    175 497 109 93 
stack 134:    212 320 376 232 
stack 135:    222 160 230 75 
stack 136:    111 139 126 357 
stack 137:    440 185 236 72 
stack 138:    436 196 106 177 
stack 139:    157 476 380 317 
stack 140:    448 365 423 206 
stack 141:    118 128 74 405 
stack 142:    188 97 379 456 
stack 143:    433 337 112 85 
stack 144:    170 114 434 328 
stack 145:    438 82 371 325 
stack 146:    356 244 191 147 
stack 147:    152 88 156 94 
stack 148:    474 131 117 190 
stack 149:    465 332 164 373 
