solved with: SP.post_optimization_methods.HillClimbing
time limit: 3600.0 s
time to solve: 332,91 s
objective value: 667290.94

stacks (top to bottom):
stack 0:    
stack 1:    
stack 2:    
stack 3:    3 
stack 4:    
stack 5:    
stack 6:    6 
stack 7:    
stack 8:    8 
stack 9:    
stack 10:    10 
stack 11:    386 
stack 12:    12 
stack 13:    
stack 14:    389 
stack 15:    391 373 237 15 579 685 
stack 16:    260 258 34 229 710 17 
stack 17:    569 18 406 402 45 393 
stack 18:    394 21 135 521 727 489 
stack 19:    411 420 418 23 608 154 
stack 20:    331 22 146 38 472 26 
stack 21:    31 694 190 283 213 529 
stack 22:    715 288 174 397 398 584 
stack 23:    285 533 726 343 70 528 
stack 24:    24 416 400 543 495 372 
stack 25:    744 748 262 249 29 114 
stack 26:    491 443 708 646 412 614 
stack 27:    587 27 453 711 650 539 
stack 28:    474 139 527 501 563 191 
stack 29:    193 162 268 677 94 49 
stack 30:    456 424 149 550 56 88 
stack 31:    623 305 735 568 429 312 
stack 32:    444 250 323 621 113 435 
stack 33:    33 37 426 36 415 366 
stack 34:    59 216 746 203 35 703 
stack 35:    517 665 653 519 410 109 
stack 36:    466 118 145 179 252 641 
stack 37:    428 148 163 615 315 127 
stack 38:    449 567 709 674 468 47 
stack 39:    617 342 77 259 164 630 
stack 40:    40 478 210 613 522 284 
stack 41:    222 41 483 574 345 220 
stack 42:    265 433 196 365 304 335 
stack 43:    626 705 54 642 172 292 
stack 44:    610 80 666 421 633 558 
stack 45:    337 242 488 50 423 354 
stack 46:    65 209 678 639 592 542 
stack 47:    105 368 271 106 155 537 
stack 48:    215 534 236 683 628 212 
stack 49:    701 585 586 481 53 299 
stack 50:    206 278 303 144 95 573 
stack 51:    511 605 536 731 664 221 
stack 52:    559 350 702 320 263 254 
stack 53:    689 687 165 318 700 720 
stack 54:    442 362 64 668 62 110 
stack 55:    87 352 463 134 159 667 
stack 56:    178 696 596 169 561 298 
stack 57:    603 60 83 246 117 578 
stack 58:    153 198 214 235 647 116 
stack 59:    276 679 673 716 502 737 
stack 60:    656 581 732 295 570 313 
stack 61:    316 599 556 68 330 520 
stack 62:    632 363 707 564 446 186 
stack 63:    355 347 649 648 67 170 
stack 64:    218 470 441 311 308 197 
stack 65:    256 152 225 454 498 638 
stack 66:    551 508 141 461 541 353 
stack 67:    72 722 130 532 492 282 
stack 68:    576 319 604 500 140 309 
stack 69:    96 90 739 76 176 78 
stack 70:    151 629 357 332 742 733 
stack 71:    107 136 553 339 128 497 
stack 72:    344 452 167 583 274 480 
stack 73:    624 607 515 185 691 211 
stack 74:    302 504 184 562 121 693 
stack 75:    0 375 
stack 76:    1 
stack 77:    376 2 377 
stack 78:    378 
stack 79:    379 4 
stack 80:    380 5 
stack 81:    7 381 
stack 82:    
stack 83:    383 382 
stack 84:    9 384 
stack 85:    385 
stack 86:    11 
stack 87:    387 
stack 88:    388 13 
stack 89:    14 
stack 90:    486 390 392 39 597 407 
stack 91:    635 401 370 16 510 396 
stack 92:    525 232 575 100 612 20 
stack 93:    177 690 399 547 440 85 
stack 94:    437 19 28 25 351 208 
stack 95:    30 432 395 264 408 126 
stack 96:    340 123 595 361 530 640 
stack 97:    228 600 688 458 413 451 
stack 98:    324 32 686 338 125 160 
stack 99:    631 51 548 471 459 566 
stack 100:    417 111 371 194 156 248 
stack 101:    290 403 593 279 462 300 
stack 102:    171 740 450 42 714 445 
stack 103:    133 322 670 336 269 409 
stack 104:    405 374 168 404 161 48 
stack 105:    636 669 475 99 326 43 
stack 106:    601 147 52 166 512 419 
stack 107:    289 226 358 637 275 192 
stack 108:    430 503 360 97 506 662 
stack 109:    369 414 204 317 55 46 
stack 110:    531 219 63 131 718 507 
stack 111:    425 195 618 297 224 157 
stack 112:    255 44 143 652 622 523 
stack 113:    129 455 580 333 747 634 
stack 114:    609 676 187 296 286 505 
stack 115:    482 602 582 439 448 301 
stack 116:    427 724 494 434 93 75 
stack 117:    314 112 591 749 477 240 
stack 118:    158 334 487 555 57 540 
stack 119:    230 706 675 205 243 719 
stack 120:    69 267 261 91 273 545 
stack 121:    108 348 367 245 422 81 
stack 122:    138 499 79 61 200 734 
stack 123:    293 277 102 238 549 356 
stack 124:    431 681 310 294 253 514 
stack 125:    201 272 484 438 524 654 
stack 126:    552 606 92 460 306 544 
stack 127:    526 270 560 490 173 743 
stack 128:    364 516 241 142 611 124 
stack 129:    725 98 58 89 671 518 
stack 130:    71 554 217 73 66 741 
stack 131:    682 321 207 721 233 328 
stack 132:    436 199 257 589 713 244 
stack 133:    104 728 132 616 590 469 
stack 134:    476 175 281 329 349 493 
stack 135:    736 661 346 479 672 202 
stack 136:    280 738 712 227 538 699 
stack 137:    150 729 598 223 663 684 
stack 138:    651 359 698 341 644 557 
stack 139:    307 625 717 137 120 745 
stack 140:    594 655 571 619 182 730 
stack 141:    103 657 180 723 546 697 
stack 142:    467 565 247 509 119 101 
stack 143:    287 485 239 660 189 659 
stack 144:    704 457 627 577 181 115 
stack 145:    695 86 620 464 266 692 
stack 146:    234 535 496 74 473 447 
stack 147:    588 643 82 658 680 325 
stack 148:    251 513 188 291 327 122 
stack 149:    572 645 231 465 183 84 
